                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
7/31/1999  FFR     Lilly               Placed on disabled list                 7/30/1999  Before   
7/31/1999  FFR     Navarro             Promoted to active roster                          Before   
7/31/1999  FFR     Romero              Demoted to reserve roster                          Before   
7/31/1999  FLL     Castilla            Traded away                    OKO                 After    
7/31/1999  FLL     Ojala               Traded away                    OKO                 After    
7/31/1999  NNN     Bell,J              Traded away                    CTW                 After    
7/31/1999  NNN     Maddux,M            Acquired via trade             CTW                 After    
7/31/1999  OKO     Castilla            Acquired via trade             FLL                 After    
7/31/1999  OKO     Kida                Acquired via trade             CTW                 After    
7/31/1999  OKO     Kinkade             Acquired via trade             CTW                 After    
7/31/1999  OKO     Ojala               Acquired via trade             FLL                 After    
7/31/1999  OKO     Quantrill           Acquired via trade             CTW                 After    
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
7/31/1999  OKO     Remlinger           Traded away                    CTW                 After    
7/31/1999  TAR     Grieve              Traded away                    BAR                 After    
7/31/1999  TAR     Grimsley            Acquired via trade             BAR                 After    
7/31/1999  TAR     Javier              Traded away                    BAR                 After    
7/30/1999  FDH     Arrojo              Demoted to reserve roster                          Before   
7/30/1999  FDH     Manzanillo          Promoted to active roster                          Before   
7/30/1999  TEW     Buford              Demoted to reserve roster                          Before   
7/30/1999  TEW     Hughes              Promoted to active roster                          Before   
7/30/1999  TEW     Reed,R              Promoted to active roster                          Before   
7/30/1999  TEW     Thurman             Demoted to reserve roster                          Before   
7/29/1999  CEN     Bohanon             Acquired via trade             TAR                 After    
7/29/1999  CEN     Reed,S              Traded away                    TAR                 After    
7/29/1999  EVN     Amaral              Promoted to active roster                          Before   
7/29/1999  EVN     Avery               Demoted to reserve roster                          Before   
7/29/1999  EVN     Bottenfield         Promoted to active roster                          Before   
7/29/1999  EVN     Darr                Demoted to reserve roster                          Before   
7/29/1999  GAR     Paquette            Promoted to active roster                          Before   
7/29/1999  GAR     Ripken              Placed on disabled list                 7/26/1999  Before   
7/29/1999  TAR     Bohanon             Traded away                    CEN                 After    
7/29/1999  TAR     Reed,S              Acquired via trade             CEN                 After    
7/28/1999  BAR     Gubanich            Promoted to active roster                          Before   
7/28/1999  FDH     Cameron             Demoted to reserve roster                          Before   
7/28/1999  FDH     Politte             Promoted to active roster                          Before   
7/27/1999  BAR     Lopez,J             Demoted to reserve roster                          Before   
7/27/1999  FHK     Anderson,Bri        Demoted to reserve roster                          Before   
7/27/1999  FHK     Cabrera,O           Placed on disabled list                 7/9/1999   Before   
7/27/1999  FHK     Macias              Promoted to active roster                          Before   
7/27/1999  FHK     Nathan              Activated from disabled list                       Before   
7/25/1999  CEN     Cora                Placed on disabled list                 7/25/1999  Before   
7/25/1999  CEN     Elarton             Placed on disabled list                 7/25/1999  Before   
7/25/1999  CEN     Magadan             Promoted to active roster                          Before   
7/25/1999  CEN     Reed,S              Promoted to active roster                          Before   
7/25/1999  CTW     Harris,R            Demoted to reserve roster                          Before   
7/25/1999  CTW     Loaiza              Promoted to active roster                          Before   
7/25/1999  FER     Finley,S            Placed on disabled list                 7/25/1999  Before   
7/25/1999  FER     Leskanic            Demoted to reserve roster                          Before   
7/25/1999  FER     Mecir               Promoted to active roster                          Before   
7/25/1999  FER     Wickman             Promoted to active roster                          Before   
7/25/1999  OKO     Estalella           Demoted to reserve roster                          Before   
7/25/1999  OKO     Estes               Placed on disabled list                 7/20/1999  Before   
7/25/1999  OKO     Ogea                Promoted to active roster                          Before   
7/25/1999  OKO     Oliver,J            Promoted to active roster                          Before   
7/25/1999  OKO     Raines              Promoted to active roster                          Before   
7/25/1999  OKO     Springer,D          Promoted to active roster                          Before   
7/25/1999  OKO     Woodward            Demoted to reserve roster                          Before   
7/24/1999  CEN     Cordova,F           Promoted to active roster                          Before   
7/24/1999  CEN     Thomson             Demoted to reserve roster                          Before   
7/24/1999  CTW     Burba               Promoted to active roster                          Before   
7/24/1999  CTW     Thompson,M          Demoted to reserve roster                          Before   
7/23/1999  CIN     Beltran             Promoted to active roster                          Before   
7/23/1999  CIN     Erickson            Promoted to active roster                          Before   
7/23/1999  CIN     Guthrie             Demoted to reserve roster                          Before   
7/23/1999  CIN     Hershiser           Placed on disabled list                 7/22/1999  Before   
7/23/1999  FDH     Batista             Promoted to active roster                          Before   
7/23/1999  FDH     Farnsworth          Promoted to active roster                          Before   
7/23/1999  FDH     Koskie              Demoted to reserve roster                          Before   
7/23/1999  FDH     Lowe,S              Demoted to reserve roster                          Before   
7/23/1999  FDH     Merced              Promoted to active roster                          Before   
7/23/1999  FDH     Moyer               Demoted to reserve roster                          Before   
7/23/1999  FDH     Rodriguez,Fe        Demoted to reserve roster                          Before   
7/23/1999  FDH     Stanton             Promoted to active roster                          Before   
7/23/1999  NEP     Hernandez,O         Promoted to active roster                          Before   
7/23/1999  NEP     Williams,W          Demoted to reserve roster                          Before   
7/22/1999  FLL     Alfonseca           Promoted to active roster                          Before   
7/22/1999  FLL     Kile                Placed on disabled list                 7/20/1999  Before   
7/21/1999  CTW     Buhner              Demoted to reserve roster                          Before   
7/21/1999  CTW     Mateo               Promoted to active roster                          Before   
7/21/1999  GAR     Harnisch            Demoted to reserve roster                          Before   
7/21/1999  GAR     Saberhagen          Activated from disabled list                       Before   
7/21/1999  OKO     Rusch               Demoted to reserve roster                          Before   
7/20/1999  CEN     Casey               Placed on disabled list                 7/20/1999  Before   
7/20/1999  CEN     Wetteland           Promoted to active roster                          Before   
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
7/20/1999  FER     Benson              Activated from disabled list                       Before   
7/20/1999  FER     Fernandez,A         Promoted to active roster                          Before   
7/20/1999  FER     Graves              Demoted to reserve roster                          Before   
7/20/1999  FER     Meche               Demoted to reserve roster                          Before   
7/20/1999  FER     Painter             Demoted to reserve roster                          Before   
7/20/1999  FER     Reichert            Promoted to active roster                          Before   
7/20/1999  FER     Rupe                Demoted to reserve roster                          Before   
7/20/1999  FER     Schoeneweis         Promoted to active roster                          Before   
7/20/1999  FER     Speier              Promoted to active roster                          Before   
7/20/1999  FER     Wagner,B            Demoted to reserve roster                          Before   
7/20/1999  FFR     DeLosSantos         Demoted to reserve roster                          Before   
7/20/1999  FFR     Dotel               Placed on disabled list                 7/20/1999  Before   
7/20/1999  FFR     Haney               Promoted to active roster                          Before   
7/20/1999  FFR     Romero              Promoted to active roster                          Before   
7/19/1999  CTW     Boehringer          Demoted to reserve roster                          Before   
7/19/1999  CTW     Durazo              Demoted to reserve roster                          Before   
7/19/1999  CTW     Kinkade             Demoted to reserve roster                          Before   
7/19/1999  CTW     Sauerbeck           Promoted to active roster                          Before   
7/19/1999  CTW     Servais             Activated from disabled list                       Before   
7/19/1999  CTW     Strawberry          Promoted to active roster                          Before   
7/19/1999  EVN     Avery               Promoted to active roster                          Before   
7/19/1999  EVN     Bottenfield         Demoted to reserve roster                          Before   
7/19/1999  EVN     Johnson,Ma          Demoted to reserve roster                          Before   
7/19/1999  EVN     Kendall             Activated from disabled list                       Before   
7/18/1999  BAR     Hampton             Promoted to active roster                          Before   
7/18/1999  BAR     Meares              Promoted to active roster                          Before   
7/18/1999  BAR     Reyes,D             Demoted to reserve roster                          Before   
7/18/1999  FFR     Haynes              Promoted to active roster                          Before   
7/18/1999  FFR     Ohka                Demoted to reserve roster                          Before   
7/18/1999  MCL     Olson               Demoted to reserve roster                          Before   
7/18/1999  MCL     Shaw                Promoted to active roster                          Before   
7/18/1999  NEP     Sheldon             Promoted to active roster                          Before   
7/18/1999  NEP     Trammell            Demoted to reserve roster                          Before   
7/18/1999  TAR     Bones               Demoted to reserve roster                          Before   
7/18/1999  TAR     Bones               Promoted to active roster                          Before   
7/18/1999  TAR     Brock               Promoted to active roster                          Before   
7/18/1999  TAR     Clark,W             Demoted to reserve roster                          Before   
7/18/1999  TAR     Darensbourg         Demoted to reserve roster                          Before   
7/18/1999  TAR     Franco,Jo           Demoted to reserve roster                          Before   
7/18/1999  TAR     Oquist              Promoted to active roster                          Before   
7/18/1999  TAR     Sanders,S           Promoted to active roster                          Before   
7/17/1999  BAR     Hampton             Acquired via trade             TAR                 After    
7/17/1999  BAR     Polanco             Traded away                    TAR                 After    
7/17/1999  FFR     Karl                Promoted to active roster                          Before   
7/17/1999  FFR     Pettitte            Placed on disabled list                 7/17/1999  Before   
7/17/1999  GAR     D'Amico             Demoted to reserve roster                          Before   
7/17/1999  GAR     Redman              Promoted to active roster                          Before   
7/17/1999  MCL     Konerko             Traded away                    TAR                 After    
7/17/1999  MCL     Shaw                Acquired via trade             TAR                 After    
7/17/1999  MCL     Young,K             Acquired via trade             TAR                 After    
7/17/1999  TAR     Stottlemyre         Demoted to reserve roster                          Before   
7/17/1999  TAR     Hampton             Traded away                    BAR                 After    
7/17/1999  TAR     Konerko             Acquired via trade             MCL                 After    
7/17/1999  TAR     Polanco             Acquired via trade             BAR                 After    
7/17/1999  TAR     Shaw                Traded away                    MCL                 After    
7/17/1999  TAR     Young,K             Traded away                    MCL                 After    
7/16/1999  FFR     Drew                Placed on disabled list                 7/16/1999  Before   
7/16/1999  FFR     Eldred              Activated from disabled list                       Before   
7/16/1999  FFR     Holmes              Placed on disabled list                 7/16/1999  Before   
7/16/1999  FFR     Kennedy             Promoted to active roster                          Before   
7/16/1999  FFR     Marrero             Placed on disabled list                 7/12/1999  Before   
7/16/1999  FFR     Valentin,Ja         Activated from disabled list                       Before   
7/15/1999  GAR     Abbott,P            Demoted to reserve roster                          Before   
7/15/1999  GAR     Brocail             Promoted to active roster                          Before   
7/15/1999  GAR     Burnett             Demoted to reserve roster                          Before   
7/15/1999  GAR     D'Amico             Promoted to active roster                          Before   
7/11/1999  BAR     Adams               Promoted to active roster                          Before   
7/11/1999  BAR     Grimsley            Demoted to reserve roster                          Before   
7/11/1999  GAR     Olivares            Demoted to reserve roster                          Before   
7/11/1999  GAR     Vazquez             Activated from disabled list                       Before   
7/11/1999  NEP     Hernandez,O         Demoted to reserve roster                          Before   
7/11/1999  NEP     Person              Activated from disabled list                       Before   
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
7/11/1999  RMO     Castillo,L          Activated from disabled list                       Before   
7/11/1999  RMO     Valentin,Joh        Demoted to reserve roster                          Before   
7/10/1999  BBG     Johnstone           Promoted to active roster                          Before   
7/10/1999  BBG     Lee,Da              Demoted to reserve roster                          Before   
7/10/1999  CTW     Burba               Demoted to reserve roster                          Before   
7/10/1999  CTW     Wright,Jam          Promoted to active roster                          Before   
7/10/1999  DLM     Davey               Promoted to active roster                          Before   
7/10/1999  DLM     Hasegawa            Placed on disabled list                 7/9/1999   Before   
7/9/1999   CTW     Wright,Jam          Acquired via trade             GAR                 After    
7/9/1999   DLM     Bournigal           Demoted to reserve roster                          Before   
7/9/1999   DLM     Wilson,C            Promoted to active roster                          Before   
7/9/1999   FFR     Blair               Demoted to reserve roster                          Before   
7/9/1999   FFR     DeLosSantos         Promoted to active roster                          Before   
7/9/1999   GAR     Wright,Jam          Traded away                    CTW                 After    
7/8/1999   CTW     Sauerbeck           Demoted to reserve roster                          Before   
7/8/1999   CTW     Thompson,M          Promoted to active roster                          Before   
7/8/1999   FDH     Batista             Demoted to reserve roster                          Before   
7/8/1999   FDH     Charlton            Activated from disabled list                       Before   
7/7/1999   DLM     Mendoza             Promoted to active roster                          Before   
7/7/1999   DLM     Harnisch            Traded away                    GAR                 After    
7/7/1999   DLM     Mendoza             Acquired via trade             GAR                 After    
7/7/1999   GAR     Wright,Jam          Demoted to reserve roster                          Before   
7/7/1999   GAR     Harnisch            Acquired via trade             DLM                 After    
7/7/1999   GAR     Mendoza             Traded away                    DLM                 After    
7/7/1999   TAR     DeShields           Activated from disabled list                       Before   
7/7/1999   TAR     Hernandez,Ra        Demoted to reserve roster                          Before   
7/7/1999   TAR     O'Brien             Promoted to active roster                          Before   
7/7/1999   TAR     Wilson,E            Demoted to reserve roster                          Before   
7/6/1999   TAR     Darensbourg         Promoted to active roster                          Before   
7/6/1999   TAR     Simas               Demoted to reserve roster                          Before   
7/5/1999   NNN     Mathews,TJ          Promoted to active roster                          Before   
7/5/1999   NNN     Mills               Promoted to active roster                          Before   
7/5/1999   NNN     Munoz               Demoted to reserve roster                          Before   
7/5/1999   NNN     Neagle              Demoted to reserve roster                          Before   
7/5/1999   NNN     Percival            Demoted to reserve roster                          Before   
7/5/1999   NNN     Wallace             Promoted to active roster                          Before   
7/5/1999   TAR     Hampton             Demoted to reserve roster                          Before   
7/5/1999   TAR     Holt                Promoted to active roster                          Before   
7/5/1999   TAR     Rose                Promoted to active roster                          Before   
7/5/1999   TAR     Shaw                Demoted to reserve roster                          Before   
7/4/1999   FER     Benson              Placed on disabled list                 7/4/1999   Before   
7/4/1999   FER     Guardado            Promoted to active roster                          Before   
7/4/1999   FER     Meche               Promoted to active roster                          Before   
7/4/1999   FER     Painter             Promoted to active roster                          Before   
7/4/1999   FER     Stein               Demoted to reserve roster                          Before   
7/4/1999   FER     Wickman             Demoted to reserve roster                          Before   
7/4/1999   FFR     Houston             Promoted to active roster                          Before   
7/4/1999   FFR     Pierzynski          Demoted to reserve roster                          Before   
7/4/1999   OKO     Caruso              Promoted to active roster                          Before   
7/4/1999   OKO     Chavez              Demoted to reserve roster                          Before   
7/4/1999   OKO     Guzman,C            Promoted to active roster                          Before   
7/4/1999   OKO     Mora                Demoted to reserve roster                          Before   
7/4/1999   OKO     Rusch               Promoted to active roster                          Before   
7/2/1999   CTW     Harris,R            Promoted to active roster                          Before   
7/2/1999   CTW     McGlinchy           Demoted to reserve roster                          Before   
7/2/1999   DLM     Jones,BM            Promoted to active roster                          Before   
7/2/1999   DLM     Miller,W            Demoted to reserve roster                          Before   
7/2/1999   FFR     Ohka                Promoted to active roster                          Before   
7/2/1999   FFR     Wolf                Demoted to reserve roster                          Before   
7/2/1999   NEP     Aybar               Promoted to active roster                          Before   
7/2/1999   NEP     Stark               Demoted to reserve roster                          Before   
7/2/1999   OKO     Gutierrez           Activated from disabled list                       Before   
7/2/1999   OKO     Guzman,C            Demoted to reserve roster                          Before   
7/2/1999   OKO     Herges              Activated from disabled list                       Before   
7/2/1999   OKO     Tam                 Demoted to reserve roster                          Before   
7/1/1999   CEN     Bush                Demoted to reserve roster                          Before   
7/1/1999   CEN     Clayton             Acquired via trade             EVN                 After    
7/1/1999   CEN     White,Ri            Traded away                    EVN                 After    
7/1/1999   CTW     Bordick             Traded away                    DLM                 After    
7/1/1999   CTW     Harris,R            Acquired via trade             DLM                 After    
7/1/1999   CTW     Maddux,M            Acquired via trade             DLM                 After    
7/1/1999   CTW     Martin,T            Traded away                    DLM                 After    
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
7/1/1999   CTW     Ordonez,R           Acquired via trade             DLM                 After    
7/1/1999   CTW     Strawberry          Acquired via trade             DLM                 After    
7/1/1999   DLM     Bordick             Acquired via trade             CTW                 After    
7/1/1999   DLM     Harris,R            Traded away                    CTW                 After    
7/1/1999   DLM     Maddux,M            Traded away                    CTW                 After    
7/1/1999   DLM     Martin,T            Acquired via trade             CTW                 After    
7/1/1999   DLM     Ordonez,R           Traded away                    CTW                 After    
7/1/1999   DLM     Strawberry          Traded away                    CTW                 After    
7/1/1999   EVN     Bottenfield         Promoted to active roster                          Before   
7/1/1999   EVN     Fassero             Demoted to reserve roster                          Before   
7/1/1999   EVN     Weiss               Promoted to active roster                          Before   
7/1/1999   EVN     White,Ri            Promoted to active roster                          Before   
7/1/1999   EVN     Woodard             Demoted to reserve roster                          Before   
7/1/1999   EVN     Clayton             Traded away                    CEN                 After    
7/1/1999   EVN     White,Ri            Acquired via trade             CEN                 After    
7/1/1999   FFR     Lilly               Promoted to active roster                          Before   
7/1/1999   FFR     Tavarez             Demoted to reserve roster                          Before   
7/1/1999   GAR     Olivares            Promoted to active roster                          Before   
7/1/1999   GAR     Saberhagen          Placed on disabled list                 7/1/1999   Before   
7/1/1999   OKO     Kolb                Demoted to reserve roster                          Before   
6/30/1999  BAR     Catalanotto         Demoted to reserve roster                          Before   
6/30/1999  BAR     McLemore            Promoted to active roster                          Before   
6/30/1999  GAR     Vazquez             Placed on disabled list                 6/26/1999  Before   
6/30/1999  GAR     Wright,Jam          Promoted to active roster                          Before   
6/29/1999  BAR     Adams               Demoted to reserve roster                          Before   
6/29/1999  BAR     Grimsley            Promoted to active roster                          Before   
6/29/1999  BAR     Martinez,P          Activated from disabled list                       Before   
6/29/1999  BAR     Martinez,R          Demoted to reserve roster                          Before   
6/29/1999  BAR     Timlin              Demoted to reserve roster                          Before   
6/29/1999  BAR     Wakefield           Promoted to active roster                          Before   
6/29/1999  CEN     Mahomes             Promoted to active roster                          Before   
6/29/1999  CEN     White,G             Demoted to reserve roster                          Before   
6/29/1999  CIN     Guerrero,W          Promoted to active roster                          Before   
6/29/1999  CIN     Hershiser           Promoted to active roster                          Before   
6/29/1999  CIN     Perez,O             Demoted to reserve roster                          Before   
6/29/1999  CIN     Wells,V             Demoted to reserve roster                          Before   
6/29/1999  FDH     Fick                Demoted to reserve roster                          Before   
6/29/1999  FDH     Matheny             Promoted to active roster                          Before   
6/29/1999  FER     Becker              Demoted to reserve roster                          Before   
6/29/1999  FER     Berg                Promoted to active roster                          Before   
6/29/1999  FER     Brown,A             Promoted to active roster                          Before   
6/29/1999  FER     Cordero,W           Promoted to active roster                          Before   
6/29/1999  FER     Fernandez,A         Demoted to reserve roster                          Before   
6/29/1999  FER     Florie              Promoted to active roster                          Before   
6/29/1999  FER     Merloni             Demoted to reserve roster                          Before   
6/29/1999  FER     Mieske              Demoted to reserve roster                          Before   
6/29/1999  FLL     McEwing             Demoted to reserve roster                          Before   
6/29/1999  NEP     Alomar,S            Demoted to reserve roster                          Before   
6/29/1999  NEP     Colbrunn            Demoted to reserve roster                          Before   
6/29/1999  NEP     Liefer              Promoted to active roster                          Before   
6/29/1999  NEP     Santiago,B          Promoted to active roster                          Before   
6/27/1999  OKO     Mordecai            Demoted to reserve roster                          Before   
6/27/1999  OKO     Woodward            Promoted to active roster                          Before   
6/26/1999  FER     Lopez,A             Activated from disabled list                       Before   
6/26/1999  FER     Mecir               Demoted to reserve roster                          Before   
6/25/1999  CIN     Alexander           Promoted to active roster                          Before   
6/25/1999  CTW     Boehringer          Promoted to active roster                          Before   
6/25/1999  CTW     Dellucci            Demoted to reserve roster                          Before   
6/25/1999  CTW     Johnson,B           Demoted to reserve roster                          Before   
6/25/1999  CTW     Johnson,B           Promoted to active roster                          Before   
6/25/1999  CTW     Kinkade             Promoted to active roster                          Before   
6/25/1999  CTW     Loaiza              Demoted to reserve roster                          Before   
6/25/1999  CTW     Quantrill           Promoted to active roster                          Before   
6/25/1999  CTW     Servais             Placed on disabled list                 6/25/1999  Before   
6/25/1999  TEW     Croushore           Demoted to reserve roster                          Before   
6/25/1999  TEW     Schmidt             Promoted to active roster                          Before   
6/24/1999  CIN     Caminiti            Traded away                    FLL                 After    
6/24/1999  CIN     Cordero,F           Acquired via trade             FLL                 After    
6/24/1999  CIN     Lee,Ca              Acquired via trade             FLL                 After    
6/24/1999  CIN     Ordonez,M           Traded away                    FLL                 After    
6/24/1999  FLL     Castilla            Promoted to active roster                          Before   
6/24/1999  FLL     Caminiti            Acquired via trade             CIN                 After    
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
6/24/1999  FLL     Cordero,F           Traded away                    CIN                 After    
6/24/1999  FLL     Lee,Ca              Traded away                    CIN                 After    
6/24/1999  FLL     Ordonez,M           Acquired via trade             CIN                 After    
6/24/1999  NEP     Blum                Promoted to active roster                          Before   
6/24/1999  NEP     Valentin,Jos        Demoted to reserve roster                          Before   
6/24/1999  TEW     Schmidt             Demoted to reserve roster                          Before   
6/23/1999  FLL     Schmidt             Traded away                    TEW                 After    
6/23/1999  TEW     Schmidt             Acquired via trade             FLL                 After    
6/22/1999  FFR     Branyan             Promoted to active roster                          Before   
6/22/1999  FFR     Franco,M            Demoted to reserve roster                          Before   
6/22/1999  NEP     Hamilton,J          Promoted to active roster                          Before   
6/22/1999  NEP     Washburn            Demoted to reserve roster                          Before   
6/22/1999  TAR     Haselman            Demoted to reserve roster                          Before   
6/22/1999  TAR     Hinch               Promoted to active roster                          Before   
6/22/1999  TEW     Telford             Demoted to reserve roster                          Before   
6/22/1999  TEW     Wilkins,M           Promoted to active roster                          Before   
6/21/1999  BAR     Adams               Promoted to active roster                          Before   
6/21/1999  BAR     Cornelius           Placed on disabled list                 6/21/1999  Before   
6/21/1999  CIN     Mota                Demoted to reserve roster                          Before   
6/21/1999  CIN     Williams,Br         Promoted to active roster                          Before   
6/21/1999  DLM     Miller,W            Promoted to active roster                          Before   
6/21/1999  DLM     Reyes,C             Promoted to active roster                          Before   
6/21/1999  GAR     Brocail             Demoted to reserve roster                          Before   
6/21/1999  GAR     Parris              Demoted to reserve roster                          Before   
6/20/1999  DLM     Brocail             Traded away                    GAR                 After    
6/20/1999  DLM     Cone                Traded away                    GAR                 After    
6/20/1999  DLM     Miller,W            Acquired via trade             GAR                 After    
6/20/1999  DLM     Molina,J            Acquired via trade             GAR                 After    
6/20/1999  EVN     Fassero             Promoted to active roster                          Before   
6/20/1999  EVN     Pena,A              Promoted to active roster                          Before   
6/20/1999  EVN     Powell,Je           Demoted to reserve roster                          Before   
6/20/1999  EVN     Prince              Demoted to reserve roster                          Before   
6/20/1999  GAR     Garces              Demoted to reserve roster                          Before   
6/20/1999  GAR     Pote                Promoted to active roster                          Before   
6/20/1999  GAR     Brocail             Acquired via trade             DLM                 After    
6/20/1999  GAR     Cone                Acquired via trade             DLM                 After    
6/20/1999  GAR     Miller,W            Traded away                    DLM                 After    
6/20/1999  GAR     Molina,J            Traded away                    DLM                 After    
6/20/1999  NEP     Myers,M             Demoted to reserve roster                          Before   
6/20/1999  NEP     Stark               Promoted to active roster                          Before   
6/20/1999  RMO     Lee,De              Demoted to reserve roster                          Before   
6/20/1999  RMO     Valentin,Joh        Promoted to active roster                          Before   
6/19/1999  BAR     Anderson,J          Demoted to reserve roster                          Before   
6/19/1999  BAR     Martinez,R          Promoted to active roster                          Before   
6/19/1999  CTW     Pratt               Demoted to reserve roster                          Before   
6/19/1999  CTW     Servais             Promoted to active roster                          Before   
6/19/1999  FFR     Baerga              Promoted to active roster                          Before   
6/19/1999  FFR     Harris,L            Demoted to reserve roster                          Before   
6/18/1999  CIN     Gagne               Demoted to reserve roster                          Before   
6/18/1999  CIN     Nelson              Promoted to active roster                          Before   
6/18/1999  MCL     Jackson,Dar         Demoted to reserve roster                          Before   
6/18/1999  MCL     Rolen               Activated from disabled list                       Before   
6/18/1999  NEP     Gardner             Promoted to active roster                          Before   
6/18/1999  NEP     Hamilton,J          Demoted to reserve roster                          Before   
6/18/1999  NEP     Hentgen             Promoted to active roster                          Before   
6/16/1999  BAR     Dunston             Promoted to active roster                          Before   
6/16/1999  BAR     Frias               Demoted to reserve roster                          Before   
6/16/1999  EVN     Jensen              Demoted to reserve roster                          Before   
6/16/1999  EVN     Mohler              Promoted to active roster                          Before   
6/16/1999  FDH     Batista             Promoted to active roster                          Before   
6/16/1999  FDH     Charlton            Placed on disabled list                 6/15/1999  Before   
6/16/1999  NEP     Armas               Demoted to reserve roster                          Before   
6/14/1999  FDH     Davis,R             Promoted to active roster                          Before   
6/14/1999  FDH     Floyd               Demoted to reserve roster                          Before   
6/14/1999  FDH     Gonzalez,W          Demoted to reserve roster                          Before   
6/14/1999  FDH     Kreuter             Promoted to active roster                          Before   
6/14/1999  FFR     Almanzar            Promoted to active roster                          Before   
6/14/1999  FFR     Eldred              Placed on disabled list                 6/14/1999  Before   
6/14/1999  NNN     Frascatore          Promoted to active roster                          Before   
6/14/1999  NNN     Osuna               Demoted to reserve roster                          Before   
6/14/1999  OKO     Fyhrie              Demoted to reserve roster                          Before   
6/14/1999  OKO     Gutierrez           Placed on disabled list                 6/12/1999  Before   
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
6/14/1999  OKO     Lockhart            Promoted to active roster                          Before   
6/14/1999  OKO     Remlinger           Activated from disabled list                       Before   
6/13/1999  CTW     Dellucci            Promoted to active roster                          Before   
6/13/1999  CTW     Thompson,M          Demoted to reserve roster                          Before   
6/13/1999  GAR     Olivares            Demoted to reserve roster                          Before   
6/13/1999  GAR     Parris              Promoted to active roster                          Before   
6/12/1999  BAR     Martinez,P          Placed on disabled list                 6/12/1999  Before   
6/12/1999  BAR     Schilling           Promoted to active roster                          Before   
6/12/1999  CTW     Canizaro            Demoted to reserve roster                          Before   
6/12/1999  CTW     Sanders,R           Activated from disabled list                       Before   
6/12/1999  EVN     Aven                Demoted to reserve roster                          Before   
6/12/1999  EVN     Hermanson           Demoted to reserve roster                          Before   
6/12/1999  EVN     Schourek            Promoted to active roster                          Before   
6/12/1999  EVN     Baldwin             Acquired via trade             TEW                 After    
6/12/1999  EVN     Hermanson           Traded away                    TEW                 After    
6/12/1999  EVN     Owens               Acquired via trade             TEW                 After    
6/12/1999  NEP     Armas               Promoted to active roster                          Before   
6/12/1999  NEP     Person              Placed on disabled list                 6/11/1999  Before   
6/12/1999  TEW     Hermanson           Promoted to active roster                          Before   
6/12/1999  TEW     Irabu               Promoted to active roster                          Before   
6/12/1999  TEW     Pavano              Demoted to reserve roster                          Before   
6/12/1999  TEW     Reed,R              Demoted to reserve roster                          Before   
6/12/1999  TEW     Sanchez,R           Promoted to active roster                          Before   
6/12/1999  TEW     Baldwin             Traded away                    EVN                 After    
6/12/1999  TEW     Hermanson           Acquired via trade             EVN                 After    
6/12/1999  TEW     Owens               Traded away                    EVN                 After    
6/11/1999  CTW     Dellucci            Acquired via trade             FLL                 After    
6/11/1999  DLM     Manwaring           Demoted to reserve roster                          Before   
6/11/1999  DLM     Perez,Edd           Activated from disabled list                       Before   
6/11/1999  FLL     Dellucci            Traded away                    CTW                 After    
6/11/1999  FLL     Sanchez,R           Traded away                    TEW                 After    
6/11/1999  TEW     Sanchez,R           Acquired via trade             FLL                 After    
6/10/1999  BAR     Cornelius           Promoted to active roster                          Before   
6/10/1999  BAR     Wakefield           Demoted to reserve roster                          Before   
6/10/1999  BBG     Chouinard           Demoted to reserve roster                          Before   
6/10/1999  BBG     Wasdin              Promoted to active roster                          Before   
6/10/1999  CEN     Christiansen        Demoted to reserve roster                          Before   
6/10/1999  CEN     Meluskey            Demoted to reserve roster                          Before   
6/10/1999  CEN     Myers,G             Promoted to active roster                          Before   
6/10/1999  CEN     Thomson             Promoted to active roster                          Before   
6/10/1999  DLM     Strawberry          Demoted to reserve roster                          Before   
6/10/1999  DLM     Walker,L            Activated from disabled list                       Before   
6/9/1999   BAR     Cabrera,Jos         Promoted to active roster                          Before   
6/9/1999   BAR     Crabtree            Demoted to reserve roster                          Before   
6/9/1999   BAR     Grimsley            Demoted to reserve roster                          Before   
6/9/1999   BAR     Reyes,A             Promoted to active roster                          Before   
6/9/1999   BAR     Reyes,D             Promoted to active roster                          Before   
6/9/1999   BAR     Seanez              Demoted to reserve roster                          Before   
6/9/1999   FFR     Pierzynski          Promoted to active roster                          Before   
6/9/1999   FFR     Valentin,Ja         Placed on disabled list                 6/9/1999   Before   
6/8/1999   BAR     Pose                Traded away                    RMO                 After    
6/8/1999   BAR     Reyes,A             Acquired via trade             RMO                 After    
6/8/1999   BAR     Reyes,D             Acquired via trade             RMO                 After    
