                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Mark Sweeney*            TAR     lf  26  .667  .667  .667 1.333   3   2   0   0   0   0   0   1 
Mike Sweeney             TAR     c   22  .250  .318  .300  .618  20   5   1   0   0   2   2   5 
Greg Swindell            GAR     mr  31  .000  .000  .000  .000   5   0   0   0   0   0   0   2 
Kevin Tapani             TAR     sp  32  .000  .167  .000  .167   5   0   0   0   0   0   1   1 
Danny Tartabull          NEP     rf  33  .357  .444  .571 1.016  14   5   0   0   1   4   3   4 
Ed Taubensee*            CIN     c   27  .216  .250  .297  .547  37   8   3   0   0   4   2  11 
Julian Tavarez           OKO     mr  23  .000  .500  .000  .500   1   0   0   0   0   0   1   0 
Billy Taylor             FER     cl  34  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
Dave Telgheder           TAR     sp  29  .400  .400  .400  .800   5   2   0   0   0   1   0   1 
Mickey Tettleton#        CIN     dh  35  .350  .417  .500  .917  20   7   0   0   1   7   3   5 
Bob Tewksbury            TEW     sp  35  .045  .045  .045  .091  22   1   0   0   0   0   0  13 
Tom Thobe*               BAR     mr  26  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Frank Thomas             WIN     1b  28  .459  .575  .844 1.419 135  62   8   1  14  40  37  20 
Jim Thome*               FHK     3b  25  .214  .321  .338  .659 145  31   8   2   2  13  23  48 
Justin Thompson*         BBG     sp  23  .200  .200  .400  .600   5   1   1   0   0   0   0   1 
Mark Thompson            FDH     sp  25  .333  .333  .667 1.000   3   1   1   0   0   0   0   1 
Robby Thompson           GAR     2b  34  .143  .143  .179  .321  28   4   1   0   0   1   0  13 
Ryan Thompson            BAR     cf  28  .385  .385  .692 1.077  13   5   1   0   1   2   0   2 
Mike Timlin              BAR     cl  30  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Lee Tinsley#             DLM     cf  27  .233  .299  .300  .599  60  14   1   0   1   4   5  17 
Steve Trachsel           FHK     sp  25  .000  .000  .000  .000  19   0   0   0   0   0   0  10 
Mike Trombley            NEP     mr  29 1.000 1.000 1.000 2.000   1   1   0   0   0   1   0   0 
Michael Tucker*          WIN     rf  25  .256  .326  .634  .960  82  21   3   2   8  26   8  18 
Ugueth Urbina            NEP     sp  22  .000 1.000  .000 1.000   0   0   0   0   0   0   1   0 
Ismael Valdes            CEN     sp  22  .154  .313  .231  .543  13   2   1   0   0   1   3   3 
Marc Valdes              TEW     sp  24  .000  .000  .000  .000   4   0   0   0   0   0   0   1 
John Valentin            BMB     ss  29  .275  .404  .336  .740 131  36   2   3   0  11  28  17 
Jose Valentin#           NEP     ss  26  .233  .298  .395  .693  43  10   2   1   1   4   4  16 
Fernando Valenzuela*     EVN     sp  35  .133  .133  .133  .267  15   2   0   0   0   0   0   3 
Dave Valle               BMB     c   35  .571  .600 1.036 1.636  28  16   1   0   4  10   2   0 
Todd Van Poppel          BBG     mr  24  .000  .000  .000  .000   6   0   0   0   0   0   0   2 
John Vander Wal*         DLM     lf  30  .235  .250  .235  .485  17   4   0   0   0   3   1   6 
Tim Vanegmond            NEP     sp  27  .000  .000  .000  .000   2   0   0   0   0   0   0   1 
Bill VanLandingham       GAR     sp  25  .125  .125  .125  .250   8   1   0   0   0   1   0   1 
Greg Vaughn              TEW     lf  30  .216  .341  .477  .818 111  24   3   1   8  20  20  24 
Mo Vaughn*               BAR     1b  28  .285  .400  .391  .791 179  51   9   2   2  23  24  58 
Randy Velarde            FER     2b  33  .220  .361  .362  .723 127  28   7   1   3  17  28  32 
Robin Ventura*           BAR     3b  28  .202  .251  .452  .703 188  38   6   1  13  39  12  34 
Dario Veras              BAR     mr  23  .000  .000  .000  .000   2   0   0   0   0   0   0   1 
Quilvio Veras#           DLM     2b  25  .246  .353  .290  .643  69  17   3   0   0   5  12  14 
Dave Veres               BAR     mr  29 1.000 1.000 1.000 2.000   1   1   0   0   0   0   0   0 
Randy Veres              WIN     mr  30  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Ron Villone*             RMO     mr  26  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Ron Villone*             WIN     mr  26  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Fernando Vina*           EVN     2b  27  .179  .281  .179  .460  28   5   0   0   0   1   3   4 
Joe Vitiello             TEW     dh  26  .216  .291  .343  .634 134  29   6   1   3  10  13  44 
Jose Vizcaino#           EVN     2b  28  .202  .237  .258  .495  89  18   2   0   1   6   4  18 
Omar Vizquel#            BAR     ss  29  .230  .306  .303  .609 152  35   5   0   2   8  16  15 
Jack Voigt               BBG     rf  30  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
Ed Vosberg*              WIN     mr  34  .333  .500  .333  .833   3   1   0   0   0   0   0   1 
Terrell Wade*            SCQ     mr  23  .000  .000  .000  .000   5   0   0   0   0   0   0   3 
Billy Wagner*            FER     cl  24  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Paul Wagner              OKO     sp  28  .000  .000  .000  .000   4   0   0   0   0   0   0   2 
Tim Wakefield            ZZY     sp  29  .400  .500  .600 1.100   5   2   1   0   0   3   1   1 
Tim Wakefield            CTW     sp  29  .250  .250  .350  .600  20   5   2   0   0   0   0   3 
Matt Walbeck#            BBG     c   26  .224  .233  .293  .526  58  13   4   0   0   2   1   3 
Larry Walker*            WIN     cf  29  .148  .257  .426  .683  61   9   1   2   4  15   2  25 
Todd Walker*             NEP     3b  23  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Donne Wall               TEW     sp  28  .273  .385  .273  .657  11   3   0   0   0   2   2   1 
Tim Wallach              GAR     3b  38  .294  .294  .441  .735  34  10   2   0   1   5   0   5 
Jerome Walton            BAR     lf  30  .486  .538  .571 1.110  35  17   3   0   0   4   4   2 
Turner Ward#             WIN     rf  31  .375  .375  .500  .875   8   3   1   0   0   3   0   1 
John Wasdin              WIN     sp  23  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                        --------------Versus Left-handed Pitchers-------------- 
Name                     Team     P Age   AVG   OBP   SPC   OPS  AB   H  2B  3B  HR RBI  BB   K 
Allen Watson*            WIN     sp  25  .211  .211  .263  .474  19   4   1   0   0   2   0   2 
David Weathers           FDH     mr  26  .200  .200  .200  .400   5   1   0   0   0   1   0   1 
John Wehner              BAR     3b  29  .324  .338  .500  .838  74  24   4   0   3  11   2  15 
Walt Weiss#              BAR     ss  32  .267  .375  .317  .692  60  16   3   0   0   5  10  12 
Bob Wells                CIN     mr  29  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
David Wells*             CIN     sp  33  .133  .133  .133  .267  15   2   0   0   0   0   0   3 
Turk Wendell*            EVN     cl  29 1.000 1.000 1.000 2.000   1   1   0   0   0   0   0   0 
David West*              BAR     sp  31 1.000 1.000 1.000 2.000   1   1   0   0   0   0   3   0 
John Wetteland           TEW     cl  29  .000  .000  .000  .000   2   0   0   0   0   0   0   2 
Devon White#             OKO     cf  33  .337  .413  .653 1.065  95  32   6   0   8  17  10  15 
Rondell White            TAR     cf  24  .299  .352  .392  .744  97  29   6   0   1   8   6  13 
Mark Whiten#             BMB     rf  29  .254  .353  .610  .963  59  15   0   0   7  17   5  15 
Bob Wickman              FER     mr  27  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Chris Widger             TEW     c   25  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Marc Wilkins             OKO     mr  25  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Rick Wilkins*            NEP     c   29  .125  .125  .125  .250  16   2   0   0   0   1   0   6 
Bernie Williams#         CEN     cf  27  .317  .389  .549  .938 142  45   6   0   9  23  18  20 
Brian Williams           BBG     mr  27  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Eddie Williams           GAR     dh  31  .241  .323  .293  .616  58  14   1   1   0   3   7  10 
George Williams#         FER     c   27  .333  .500  .333  .833   3   1   0   0   0   0   1   1 
Gerald Williams          TEW     lf  29  .227  .283  .340  .623  97  22   8   0   1  13   6  20 
Gerald Williams          BAR     lf  29  .365  .389  .671 1.059  85  31   4   2   6  20   4  10 
Matt Williams            BMB     3b  30  .256  .346  .667 1.013 117  30   0   0  16  27  16  27 
Mike Williams            DLM     sp  26  .125  .111  .250  .361   8   1   1   0   0   1   0   2 
Woody Williams           CEN     sp  29  .333  .333  .333  .667   3   1   0   0   0   0   0   2 
Dan Wilson               GAR     c   27  .221  .269  .301  .570 136  30   2   0   3  15   9  30 
Nigel Wilson*            BMB     lf  26  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Paul Wilson              BBG     sp  23  .182  .182  .182  .364  11   2   0   0   0   0   0   4 
Bobby Witt               DLM     sp  32  .077  .077  .077  .154  13   1   0   0   0   0   0   4 
Mark Wohlers             BMB     cl  26  .000  .000  .000  .000   3   0   0   0   0   0   0   1 
Steve Wojciechowski*     DLM     sp  25  .200  .200  .300  .500  10   2   1   0   0   0   0   2 
Bob Wolcott              GAR     sp  22  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
Tony Womack*             CIN     cf  26  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Tony Womack*             RMO     cf  26  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Tim Worrell              EVN     mr  28  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Todd Worrell             FHK     cl  36  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Jamey Wright             RMO     sp  21  .000  .000  .000  .000   3   0   0   0   0   0   0   1 
Dmitri Young#            CIN     1b  22  .667  .667  .667 1.333   3   2   0   0   0   0   0   0 
Eric Young               CIN     2b  29  .226  .308  .356  .664 146  33  10   0   3  17  11   8 
Ernie Young              SCQ     cf  26  .393  .433  .643 1.076  28  11   1   0   2   4   2   3 
Kevin Young              EVN     1b  27  .311  .377  .553  .931 103  32   4   0   7  22  11  18 
Greg Zaun#               FDH     c   25  .231  .318  .359  .677  39   9   2   0   1   4   5   6 
Todd Zeile               BBG     3b  30  .254  .352  .336  .688 122  31   2   1   2   9  19  10 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                        --------------Versus Right-handed Pitchers------------- 
Name                     Team     P Age   AVG   OBP   SPC   OPS  AB   H  2B  3B  HR RBI  BB   K 
Jim Abbott*              FDH     sp  28  .095  .095  .143  .238  21   2   1   0   0   0   0   3 
Kurt Abbott              OKO     ss  27  .167  .217  .262  .479  42   7   2   1   0   3   2  17 
Bob Abreu*               GAR     lf  22  .455  .520  .864 1.384  22  10   3   0   2   3   3   0 
Terry Adams              FHK     mr  23  .000  .667  .000  .667   1   0   0   0   0   0   2   0 
Willie Adams             BMB     sp  23  .130  .200  .174  .374  23   3   1   0   0   0   2   5 
Joel Adamson*            FHK     mr  24  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Rick Aguilera            DLM     sp  34  .000  .143  .000  .143   6   0   0   0   0   0   1   3 
Manny Alexander          RMO     ss  25  .133  .133  .133  .267  45   6   0   0   0   1   0  13 
Edgardo Alfonzo          FHK     2b  22  .243  .303  .313  .617 214  52   6   0   3  16  16  38 
Luis Alicea#             TAR     2b  30  .286  .349  .404  .753 280  80  24   3   1  29  26  48 
Jermaine Allensworth     ZZY     of  24  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Roberto Alomar#          SCQ     2b  28  .345  .411  .551  .963 499 172  43   6  16  91  53  58 
Sandy Alomar             BBG     c   30  .277  .308  .403  .711 253  70  11   0   7  39   9  29 
Moises Alou              TAR     rf  29  .300  .350  .478  .828 427 128  21   2  17  77  34  70 
Wilson Alvarez*          ZZY     sp  26  .226  .255  .358  .613  53  12   4   0   1   5   2  14 
Rich Amaral              EVN     lf  34  .327  .401  .378  .778 196  64   5   1   1  16  18  45 
Ruben Amaro#             NEP     rf  31  .270  .343  .461  .804  89  24   9   1   2   9   9  17 
Brady Anderson*          BAR     cf  32  .302  .416  .620 1.035 368 111  30   3  27  73  61  56 
Brian Anderson#          TAR     sp  24  .300  .300  .400  .700  10   3   1   0   0   0   0   2 
Garret Anderson*         TAR     lf  24  .291  .338  .377  .715 422 123  25   1   3  39  27  51 
Shane Andrews            CEN     3b  24  .179  .273  .282  .555  39   7   1   0   1   5   4  17 
Eric Anthony*            SCQ     rf  28  .300  .403  .633 1.036 180  54  10   1  16  36  30  51 
Kevin Appier             FER     sp  28  .161  .217  .268  .485  56   9   0   0   2   8   3  13 
Alex Arias               TEW     3b  28  .294  .344  .367  .710 180  53   5   1   2  14  11  30 
George Arias             FDH     3b  24  .234  .275  .317  .592 205  48  12   1   1  16   9  42 
Andy Ashby               OKO     sp  28  .208  .224  .292  .516  48  10   4   0   0   4   1  16 
Billy Ashley             NEP     lf  25  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Paul Assenmacher*        CIN     mr  35  .000  .000  .000  .000   3   0   0   0   0   0   0   1 
Pedro Astacio            RMO     sp  26  .093  .109  .204  .313  54   5   3   0   1   4   1  21 
Rich Aurilia             BBG     ss  24  .281  .329  .338  .667 228  64   4   3   1  16  17  46 
Brad Ausmus              RMO     c   27  .180  .281  .281  .562 217  39   5   1   5  21  27  47 
Steve Avery*             TEW     sp  26  .455  .455  .909 1.364  11   5   1   2   0   2   0   1 
Carlos Baerga#           GAR     2b  27  .273  .302  .357  .659 322  88  18   0   3  33  11  13 
Jeff Bagwell             BBG     1b  28  .321  .454  .621 1.074 340 109  21   3  25  84  79  68 
Cory Bailey              BAR     mr  25  .250  .500  .250  .750   4   1   0   0   0   0   2   0 
Roger Bailey             BMB     mr  25  .235  .278  .647  .925  17   4   0   2   1   3   1   4 
Harold Baines*           GAR     dh  37  .295  .401  .448  .849 261  77  12   2   8  35  47  38 
James Baldwin            TAR     sp  24  .000  .026  .000  .026  37   0   0   0   0   1   1  10 
Brian Banks#             BMB     1b  25  .375  .375  .875 1.250   8   3   1   0   1   1   0   2 
Tony Barron              FDH     lf  29  .000  .000  .000  .000   3   0   0   0   0   0   0   1 
Kimera Bartee            CTW     cf  23  .130  .167  .130  .297  23   3   0   0   0   1   1  13 
Rich Batchelor           FER     mr  29  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Jason Bates#             DLM     2b  25  .000  .000  .000  .000   2   0   0   0   0   0   0   2 
Miguel Batista           FDH     mr  25  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Tony Batista             OKO     2b  22  .369  .406  .503  .908 195  72  11   0   5  37  11  36 
Jose Bautista            TAR     mr  31  .000  .000  .000  .000   6   0   0   0   0   0   0   2 
Rod Beck                 FHK     cl  27  .200  .200  .200  .400   5   1   0   0   0   1   0   2 
