                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Jim Bruske               TEW     mr  31 0.09 0.09    1  .000    0   .000    0    .000  0.0 
Damon Buford             DLM     rf  26 2.43 2.11  114  .447   87   .497   88    .503  2.3 
Jay Buhner               OKO     rf  31 4.53 4.03  223  .287  260   .637  264    .647  2.7 
Jay Buhner               DLM     rf  31 4.32 3.93  165  .273  154   .524  156    .531  3.7 
Jim Bullinger            FDH     sp  30 1.26 0.96   13  .308   14   .483   14    .483  2.8 
Dave Burba               BAR     sp  29 2.18 1.97   45  .133   23   .311   23    .311  5.5 
John Burkett             FDH     sp  31 2.21 2.11   39  .256   12   .194   12    .194 99.0 
Ellis Burks              FHK     lf  31 4.65 4.10  495  .390  474   .666  483    .678  1.6 
Jeromy Burnitz*          GAR     rf  27 2.22 1.84  154  .240   92   .367   97    .386  1.5 
Mike Busch               RMO     3b  27 2.81 2.58   39  .333   50   .575   50    .575  5.0 
Brett Butler*            GAR     cf  39 4.30 3.80   36  .361   25   .581   26    .605  0.3 
Paul Byrd                SCQ     mr  25 0.19 0.16    6  .167    1   .167    1    .167  0.0 
Mike Cameron             FDH     cf  23 1.78 1.78   11  .364    4   .250    4    .250 99.0 
Ken Caminiti#            CIN     3b  33 4.44 3.89  455  .325  419   .629  424    .637  1.5 
Mike Campbell            FER     mr  32 2.50 2.50    2  .500    2   .400    2    .400 99.0 
Tom Candiotti            TEW     sp  38 2.44 2.11   51  .137   12   .182   12    .182 99.0 
John Cangelosi#          FER     lf  33 2.54 2.18  231  .368  168   .517  172    .529  1.2 
Jay Canizaro             BBG     2b  22 2.88 2.71   66  .242   37   .314   39    .331  8.4 
Jose Canseco             CEN     dh  31 2.70 2.23  207  .242  230   .622  235    .635  1.5 
Rafael Carmona*          ZZY     mr  23 0.13 0.13    7  .286    2   .222    2    .222 99.0 
Chuck Carr#              CTW     cf  28 0.39 0.33    6  .167    3   .429    3    .429  0.0 
Hector Carrasco          OKO     mr  26 0.16 0.14    4  .250    1   .143    1    .143 99.0 
Mark Carreon             CTW     1b  32 2.62 2.44   73  .274   31   .348   31    .348  1.7 
Joe Carter               DLM     lf  36 3.82 3.49  410  .276  280   .499  286    .510  2.5 
Raul Casanova#           CEN     c   23 1.00 1.00    3  .000    0   .000    0    .000  0.0 
Vinny Castilla           WIN     3b  28 3.68 3.43  431  .325  313   .556  320    .568  2.7 
Frank Castillo           GAR     sp  27 1.22 1.13   34  .176    9   .161    9    .161 10.0 
Luis Castillo#           RMO     2b  20 2.30 2.13  117  .256   58   .307   59    .312  4.7 
Tony Castillo*           BAR     mr  33 0.22 0.17    8  .375    7   .438    8    .500  2.5 
Juan Castro              GAR     ss  24 2.91 2.75  118  .203   34   .221   34    .221  5.0 
Andujar Cedeno           DLM     ss  26 3.88 3.67  243  .251  137   .388  141    .399  7.5 
Roger Cedeno#            BMB     cf  21 1.97 1.65  129  .302   80   .410   80    .410  1.4 
Norm Charlton#           BMB     cl  33 0.50 0.50    1  .000    0   .000    0    .000  0.0 
Bobby Chouinard          BBG     sp  24 0.21 0.19    8  .250    2   .222    2    .222 99.0 
Jason Christiansen       GAR     mr  26 0.11 0.11    2  .000    0   .000    0    .000 99.0 
Archi Cianfrocco         SCQ     1b  29 1.68 1.48   63  .429   48   .462   48    .462  2.7 
Jeff Cirillo             EVN     3b  26 4.15 3.70  426  .345  288   .510  297    .526  1.4 
Dave Clark*              TAR     lf  33 1.33 1.00    2  .000    1   .250    1    .250  1.0 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age PA/G AB/G  BIP IPAVG  TBW TBW/PA TBWH TBWH/PA K/BB 
Mark Clark               FHK     sp  28 2.63 2.47   53  .094    6   .071    6    .071 30.0 
Tony Clark#              GAR     1b  24 2.30 2.09  187  .326  153   .450  153    .450  3.8 
Will Clark*              CTW     1b  32 3.25 2.80  290  .269  155   .394  156    .397  1.2 
Royce Clayton            TEW     ss  26 3.46 3.17  322  .323  188   .441  192    .451  2.4 
Roger Clemens            BMB     sp  33 3.12 2.97  100  .240   28   .264   28    .264 99.0 
Brad Clontz              DLM     mr  25 0.09 0.09    6  .167    1   .125    1    .125 99.0 
Greg Colbrunn            EVN     1b  26 2.56 2.37   81  .309   54   .514   54    .514  3.8 
David Cone*              DLM     sp  33 2.45 1.82   24  .083    3   .111    3    .111  2.0 
Jeff Conine              CTW     lf  30 3.28 2.98  225  .347  166   .506  169    .515  2.5 
Jeff Conine              WIN     lf  30 2.35 2.16   57  .421   69   .793   69    .793  2.1 
Dennis Cook*             EVN     mr  33 0.06 0.06    2  .000    0   .000    0    .000 99.0 
Ron Coomer               NEP     1b  29 2.21 2.04  199  .246  113   .436  115    .444  1.9 
Rocky Coppinger          FDH     sp  22 0.75 0.67   14  .071    2   .111    2    .111  3.0 
Joey Cora#               NEP     2b  31 3.14 2.79  224  .281  114   .427  115    .431  0.6 
Joey Cora#               RMO     2b  31 3.98 3.71  152  .197   49   .274   51    .285  1.5 
Wil Cordero              FHK     2b  24 0.75 0.75    3  .667    2   .667    2    .667  0.0 
Francisco Cordova        CEN     mr  24 1.26 1.26   22  .091    2   .069    2    .069 99.0 
Marty Cordova            RMO     lf  26 3.55 3.28  386  .334  261   .507  265    .515  2.6 
Rheal Cormier*           FHK     sp  29 2.85 2.42   54  .296   27   .365   27    .365  4.0 
Jim Corsi                FER     mr  34 0.27 0.21    5  .000    0   .000    0    .000 99.0 
Tim Crabtree             EVN     mr  26 0.16 0.13    8  .000    0   .000    0    .000 99.0 
Felipe Crespo#           ZZY     2b  23 3.50 3.50    5  .600    4   .571    4    .571 99.0 
Jacob Cruz*              ZZY     rf  23 3.00 2.17    6  .333    7   .389    7    .389  1.4 
Chad Curtis              BBG     cf  27 4.01 3.40  413  .298  282   .457  283    .459  1.3 
Jeff D'Amico             RMO     sp  20 2.19 2.06   32  .125    5   .143    5    .143  2.0 
Omar Daal*               BMB     mr  24 2.06 1.94   18  .111    5   .143    5    .143  7.5 
Johnny Damon*            WIN     cf  22 3.66 3.42  431  .323  220   .426  221    .428  2.2 
Jeff Darwin              FER     mr  26 1.00 1.00    1 1.000    1   .333    1    .333 99.0 
Darren Daulton*          BMB     lf  34 3.75 3.00   13  .231    5   .333    5    .333  0.0 
Chili Davis#             FHK     dh  36 2.14 1.81  160  .262  100   .429  100    .429  1.0 
Eric Davis               CIN     cf  34 3.79 3.18  267  .333  282   .543  290    .559  2.1 
Russ Davis               CTW     3b  26 3.15 2.88   59  .492   57   .548   57    .548  4.1 
Steve Decker             SCQ     c   30 3.07 2.75   53  .321   35   .407   36    .419  2.8 
Rob Deer                 FHK     rf  35 1.00 1.00    1  .000    0   .000    0    .000  0.0 
Alex Delgado             GAR     c   25 2.20 1.90   19  .105    4   .182    4    .182  0.5 
Carlos Delgado*          TEW     dh  24 3.85 3.31  305  .321  251   .497  259    .513  2.1 
Elmer Dessens            ZZY     mr  24 0.29 0.29    4  .000    0   .000    0    .000  0.0 
Cesar Devarez            RMO     c   26 3.40 3.20   12  .333    4   .235    4    .235 99.0 
Mike Devereaux           BBG     lf  33 3.47 3.22  138  .174   54   .305   55    .311  2.4 
Mark Dewey               ZZY     mr  31 0.03 0.03    0  .000    0   .000    0    .000 99.0 
Einar Diaz               FER     c   23 0.20 0.20    1  .000    0   .000    0    .000  0.0 
Jason Dickson*           ZZY     sp  23 0.62 0.62    6  .333    2   .250    2    .250 99.0 
Jerry DiPoto             BMB     mr  28 0.03 0.03    0  .000    0   .000    0    .000 99.0 
Jerry DiPoto             CIN     mr  28 0.07 0.00    1  .000    0   .000    0    .000  0.0 
Gary DiSarcina           RMO     ss  28 3.65 3.46  407  .248  145   .315  147    .320  2.8 
Doug Drabek              RMO     sp  33 0.57 0.46   31  .258   13   .342   13    .342  5.0 
Mariano Duncan           NEP     2b  33 4.02 3.84  334  .377  197   .450  200    .457  6.4 
Shawon Dunston           WIN     ss  33 2.56 2.37  200  .330  111   .425  112    .429  3.2 
Ray Durham#              GAR     2b  24 4.51 3.99  448  .313  259   .425  269    .442  1.9 
Jermaine Dye             SCQ     rf  22 2.67 2.49  171  .398  128   .520  131    .533  3.9 
Mike Dyer                ZZY     mr  29 0.21 0.21    4  .000    0   .000    0    .000 99.0 
Lenny Dykstra*           OKO     cf  33 1.61 1.29   73  .301   67   .554   69    .570  0.9 
Damion Easley            GAR     ss  26 1.89 1.72   86  .267   49   .360   52    .382  4.4 
Angel Echevarria         OKO     rf  25 1.00 0.00    0  .000    1  1.000    1   1.000  0.0 
Dennis Eckersley         TAR     cl  41 0.04 0.04    1  .000    0   .000    0    .000 99.0 
Jim Edmonds*             OKO     cf  26 4.02 3.64  336  .375  312   .615  314    .619  2.7 
Joey Eischen*            TAR     mr  26 0.11 0.11    2  .000    0   .000    0    .000  0.0 
Jim Eisenreich*          CTW     rf  37 3.08 2.84  336  .381  195   .495  195    .495  1.2 
Cal Eldred               TAR     sp  28 1.60 1.55   26  .154    5   .156    5    .156 99.0 
Robert Ellis             BAR     mr  25 1.00 1.00    2  .500    1   .500    1    .500  0.0 
Kevin Elster             CEN     ss  31 2.62 2.37  235  .277  173   .469  174    .472  3.1 
Alan Embree*             TAR     mr  26 0.10 0.10    2  .000    0   .000    0    .000  0.0 
Angelo Encarnacion       DLM     c   23 1.25 1.25    3  .333    1   .200    1    .200 99.0 
Scott Erickson           BBG     sp  28 1.94 1.75   45  .378   22   .314   22    .314  4.0 
Darin Erstad*            TEW     cf  22 3.11 2.95  141  .312   63   .362   63    .362  2.6 
Vaughn Eshelman*         GAR     mr  27 0.15 0.11    4  .250    2   .286    2    .286  2.0 
Alvaro Espinoza          TAR     3b  34 4.04 3.76  228  .294  103   .359  105    .366  4.5 
Bobby Estalella          CTW     c   21 2.11 1.78    9  .333    6   .316    6    .316  2.3 
Shawn Estes              EVN     sp  23 2.09 2.00   10  .300    5   .217    5    .217 12.0 
Tony Eusebio             CTW     c   29 2.98 2.76  124  .379   80   .526   80    .526  1.4 
Carl Everett#            TAR     rf  26 3.41 2.98  139  .302   80   .372   83    .386  2.3 
Jorge Fabregas*          GAR     c   26 2.48 2.32  185  .297   86   .381   86    .381  2.2 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age PA/G AB/G  BIP IPAVG  TBW TBW/PA TBWH TBWH/PA K/BB 
Sal Fasano               CIN     c   24 2.38 2.00  106  .160   60   .366   65    .396  1.8 
Jeff Fassero*            EVN     sp  33 3.03 2.52   53  .208   21   .210   21    .210  3.7 
Alex Fernandez           ZZY     sp  26 2.04 1.96   42  .095   14   .255   14    .255  4.5 
Alex Fernandez           CTW     sp  26 2.40 1.90   20  .150    6   .250    6    .250  0.3 
Osvaldo Fernandez        GAR     sp  27 1.12 1.07   23  .174    8   .167    8    .167 99.0 
Sid Fernandez*           EVN     sp  33 2.36 2.00   10  .100    1   .038    1    .038 99.0 
Mike Fetters             CEN     cl  31 0.20 0.16    6  .000    2   .200    2    .200  1.0 
Cecil Fielder            TAR     1b  32 1.74 1.42  129  .248  104   .471  105    .475  1.2 
Chuck Finley*            NEP     sp  33 2.21 2.12   63  .206   20   .267   20    .267  5.0 
Steve Finley*            FER     cf  31 3.96 3.49  481  .326  372   .590  377    .598  1.1 
John Flaherty            TEW     c   28 3.44 3.20  265  .298  142   .413  144    .419  3.1 
Huck Flener#             FER     sp  27 1.81 1.75   22  .182    6   .207    6    .207  6.0 
Darrin Fletcher*         FHK     c   29 2.48 2.17  165  .303   91   .427   94    .441  1.1 
Cliff Floyd*             FDH     lf  23 3.78 3.23  152  .283   93   .410   95    .419  1.5 
Chad Fonville#           FDH     cf  25 3.31 3.00  183  .262   80   .345   80    .345  1.7 
Brook Fordyce            CTW     c   26 4.00 3.00    5  .400    4   .500    4    .500  0.5 
Andy Fox*                TEW     2b  25 3.05 2.69  135  .304   65   .367   67    .379  1.1 
John Franco*             TAR     cl  35 0.15 0.15    6  .167    1   .143    1    .143 99.0 
Julio Franco             CEN     1b  37 1.35 1.21  156  .314   84   .393   84    .393  1.9 
Lou Frazier#             ZZY     lf  31 1.29 1.14    5  .400    5   .556    5    .556  3.0 
Marvin Freeman           WIN     sp  33 1.59 1.50   25  .120    5   .143    5    .143  9.0 
Steve Frey               GAR     mr  32 0.14 0.11    4  .000    0   .000    0    .000  0.0 
Jeff Frye                CEN     2b  29 2.57 2.31  313  .281  155   .384  158    .391  1.7 
Travis Fryman            OKO     3b  27 3.66 3.32  393  .308  256   .443  265    .458  2.9 
Mike Fyhrie              CTW     mr  26 0.50 0.50    1  .000    0   .000    0    .000  0.0 
Gary Gaetti              TAR     3b  37 4.12 3.78  417  .266  252   .441  263    .460  3.5 
Greg Gagne               EVN     ss  34 1.87 1.58   37  .297   24   .414   25    .431  1.5 
Andres Galarraga         FHK     1b  35 3.66 3.36  364  .327  384   .648  394    .664  4.2 
Mike Gallego             DLM     2b  35 0.74 0.70   26  .154    4   .114    5    .143 99.0 
Ron Gant                 CTW     lf  31 3.35 2.97  273  .278  265   .586  267    .591  2.5 
Rich Garces              GAR     mr  25 0.03 0.00    1  .000    0   .000    0    .000  0.0 
Carlos Garcia            OKO     2b  28 1.39 1.33   89  .281   47   .398   48    .407 11.0 
Karim Garcia*            WIN     lf  20 1.00 1.00    0  .000    0   .000    0    .000 99.0 
Ramon Garcia             FDH     mr  26 1.13 0.87   18  .111    5   .192    5    .192  1.7 
Nomar Garciaparra        TEW     ss  22 3.23 3.04   65  .215   32   .381   33    .393  6.5 
Mark Gardner             TEW     sp  34 0.67 0.53    6  .000    0   .000    0    .000 99.0 
Brent Gates#             TEW     2b  26 4.00 3.00    3  .000    0   .000    1    .250  0.0 
Jason Giambi*            RMO     lf  25 4.15 3.73  352  .270  202   .396  203    .398  2.4 
Brian Giles*             SCQ     dh  25 3.87 3.39  116  .388   89   .605   90    .612  0.9 
Bernard Gilkey           EVN     lf  29 4.45 3.95  413  .349  382   .576  387    .584  2.4 
Ed Giovanola*            RMO     ss  27 3.58 3.25   69  .275   27   .314   29    .337  2.0 
Joe Girardi              ZZY     c   31 2.94 2.65  331  .356  201   .456  205    .465  1.9 
Tom Glavine*             DLM     sp  30 1.73 1.43   64  .391   38   .500   38    .500 99.0 
Greg Gohr                GAR     sp  28 0.19 0.11    4  .000    0   .000    1    .143 99.0 
Chris Gomez              SCQ     ss  25 2.29 2.03   53  .226   19   .268   22    .310  2.0 
Leo Gomez                EVN     3b  30 0.86 0.86    5  .200    1   .167    1    .167 99.0 
Alex Gonzalez            CTW     ss  23 3.55 3.25  169  .266  104   .366  106    .373  4.4 
Juan Gonzalez            BMB     rf  26 4.10 3.79  365  .227  347   .646  353    .657  2.9 
Luis Gonzalez*           TEW     lf  28 3.77 3.28  401  .259  243   .477  245    .481  0.6 
Dwight Gooden            EVN     sp  31 2.50 2.05   38  .053    7   .140    7    .140  2.0 
Curtis Goodwin*          WIN     cf  23 3.27 2.79  106  .349   60   .382   62    .395  1.7 
Tom Goodwin*             CIN     cf  27 2.61 2.30   68  .250   30   .349   30    .349  1.4 
Tom Gordon               FER     sp  28 2.29 2.10   71  .183   20   .213   20    .213  4.8 
Mark Grace*              EVN     1b  32 4.17 3.74  465  .316  299   .524  299    .524  0.7 
Mike Grace               CEN     sp  26 2.38 2.00   18  .111    5   .161    6    .194  3.0 
Tony Graffanino          BBG     2b  24 2.47 2.21   27  .296   13   .277   13    .277  3.0 
Danny Graves             FER     mr  22 0.17 0.17    4  .250    1   .250    1    .250  0.0 
Craig Grebeck            FER     2b  31 1.41 1.41   66  .288   25   .329   25    .329 99.0 
Shawn Green*             ZZY     rf  23 3.15 2.81  211  .327  127   .421  137    .454  2.7 
Todd Greene              FDH     c   25 2.42 2.16   71  .310   47   .511   49    .533  1.5 
Willie Greene*           FDH     3b  24 3.59 3.21  189  .249  147   .450  148    .453  3.2 
Mike Greenwell*          TAR     lf  32 1.10 1.10    9  .333    6   .545    6    .545 99.0 
Rusty Greer*             DLM     lf  27 4.28 3.73  400  .322  261   .492  267    .503  1.3 
Ken Griffey*             NEP     cf  26 4.57 4.03  378  .331  347   .608  352    .616  1.7 
Jason Grimsley           FDH     sp  28 0.88 0.78   31  .194   10   .278   10    .278  1.5 
Marquis Grissom          FHK     cf  29 4.25 3.96  508  .337  303   .475  308    .483  3.0 
Buddy Groom*             GAR     mr  30 0.09 0.07    6  .000    0   .000    0    .000  0.0 
Kevin Gross              DLM     sp  35 2.43 1.86   14  .071    4   .235    4    .235  0.5 
Mark Grudzielanek        FHK     ss  26 3.13 2.88  297  .300  141   .379  146    .392  2.0 
Eddie Guardado           FDH     mr  25 0.06 0.06    3  .000    0   .000    0    .000 99.0 
Mark Gubicza             DLM     sp  33 1.81 1.57   27  .074   10   .263   10    .263  4.0 
Vladimir Guerrero        FDH     rf  20 4.83 4.83   25  .120   11   .379   11    .379 99.0 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age PA/G AB/G  BIP IPAVG  TBW TBW/PA TBWH TBWH/PA K/BB 
Wilton Guerrero          OKO     ss  21 1.00 0.50    1  .000    1   .500    1    .500  0.0 
Ozzie Guillen*           CIN     ss  32 1.00 1.00    3  .333    1   .333    1    .333  0.0 
Eric Gunderson           NEP     mr  30 0.43 0.29    2  .000    1   .333    1    .333  0.0 
Mark Guthrie             OKO     mr  30 0.07 0.06    4  .500    2   .400    2    .400 99.0 
Ricky Gutierrez          SCQ     ss  26 3.42 3.09  172  .337   84   .367   87    .380  3.0 
Juan Guzman              CTW     sp  29 2.70 2.70   20  .250    6   .222    6    .222 99.0 
Juan Guzman              SCQ     sp  29 2.57 2.29   29  .172    5   .139    5    .139 99.0 
Tony Gwynn*              BBG     rf  36 4.53 4.24  340  .309  164   .426  164    .426  0.8 
Chip Hale*               ZZY     2b  31 2.92 2.48   56  .196   28   .384   28    .384  0.5 
Darren Hall              OKO     mr  31 0.14 0.14    1  .000    0   .000    0    .000  0.0 
Darryl Hamilton*         TEW     cf  31 2.75 2.42   24  .458   19   .576   19    .576  1.3 
Joey Hamilton            OKO     sp  25 2.44 2.33   24  .292   13   .295   13    .295 99.0 
Joey Hamilton            DLM     sp  25 0.27 0.27    2  .000    0   .000    0    .000 99.0 
Chris Hammond*           DLM     mr  30 1.71 1.36   12  .000    2   .083    2    .083  5.0 
Jeffrey Hammonds         GAR     lf  25 2.97 2.75  206  .306  113   .384  115    .391  3.8 
Mike Hampton             OKO     sp  23 2.50 1.93   45  .244   18   .257   18    .257  2.6 
Chris Haney*             SCQ     sp  27 0.69 0.62   25  .200    7   .226    7    .226  5.0 
Greg Hansell             DLM     mr  25 0.07 0.05    4  .250    1   .250    1    .250  0.0 
Dave Hansen*             WIN     3b  27 3.24 2.97   71  .324   43   .457   43    .457  2.0 
Erik Hanson              TAR     sp  31 1.67 1.67    4  .500    2   .400    2    .400 99.0 
Pete Harnisch            SCQ     sp  29 2.00 1.96   43  .163   10   .185   10    .185 10.0 
Lenny Harris*            SCQ     3b  31 3.33 2.83   17  .235    9   .450    9    .450  0.5 
Bill Haselman            TAR     c   30 2.96 2.84  204  .377  131   .487  131    .487  4.5 
Scott Hatteberg*         BAR     c   26 2.17 1.67   10  .100    4   .308    4    .308  0.5 
LaTroy Hawkins           WIN     sp  23 0.12 0.12    2  .000    0   .000    0    .000  0.0 
Charlie Hayes            TEW     3b  31 3.43 3.16  335  .281  172   .395  172    .395  2.2 
Jimmy Haynes             RMO     mr  23 0.23 0.23   11  .182    2   .133    2    .133 99.0 
Rick Helling             ZZY     sp  25 0.32 0.24    5  .200    2   .250    2    .250  2.0 
Rickey Henderson         DLM     lf  37 4.66 3.62  332  .295  301   .542  314    .566  0.8 
Mike Henneman            BMB     cl  34 1.00 1.00    1  .000    0   .000    0    .000  0.0 
Doug Henry               GAR     mr  32 0.13 0.12    6  .000    0   .000    0    .000 99.0 
Pat Hentgen              CEN     sp  27 2.67 2.47   82  .183   20   .187   20    .187 11.5 
Felix Heredia*           CIN     mr  20 0.15 0.15    1  .000    0   .000    0    .000 99.0 
Gil Heredia              FDH     mr  30 0.83 0.63   19  .158    8   .320    8    .320  0.5 
Dustin Hermanson         EVN     mr  23 0.38 0.13    1  .000    1   .333    1    .333  1.0 
Carlos Hernandez         FHK     c   29 2.43 2.00    9  .667   13   .765   13    .765  1.3 
Jose Hernandez           WIN     ss  26 2.75 2.54  202  .342  147   .473  149    .479  3.8 
Roberto Hernandez        EVN     cl  31 0.08 0.03    3  .000    2   .400    2    .400  0.0 
Xavier Hernandez*        FHK     mr  30 0.28 0.22    3  .333    1   .200    1    .200 99.0 
Jose Herrera*            RMO     rf  23 3.70 3.32  109  .294   48   .350   50    .365  1.4 
Orel Hershiser           CIN     sp  37 2.45 2.24   60  .150   11   .136   11    .136 20.0 
Bobby Higginson*         NEP     lf  25 3.63 3.14  281  .317  263   .653  265    .658  0.9 
Glenallen Hill           FER     rf  31 4.04 3.65  266  .380  254   .617  258    .626  2.8 
Ken Hill                 NEP     sp  30 2.53 2.32   68  .162   15   .174   15    .174  8.0 
Sterling Hitchcock*      FER     sp  25 1.74 1.53   24  .125    6   .182    6    .182  3.5 
Denny Hocking#           FDH     rf  26 2.05 2.05   38  .184   13   .302   13    .302 99.0 
Trevor Hoffman           BBG     cl  28 0.09 0.09    4  .250    1   .167    1    .167 99.0 
Chris Hoiles             FER     c   31 3.40 2.92  274  .296  230   .512  238    .530  1.9 
Todd Hollandsworth*      ZZY     lf  23 2.41 2.26  230  .335  155   .473  156    .476  4.1 
Dave Hollins#            EVN     3b  30 2.18 1.82   42  .286   23   .377   25    .410  1.4 
Darren Holmes            CEN     mr  30 0.23 0.15    0  .000    1   .333    1    .333  2.0 
Mike Holtz*              BMB     mr  23 0.19 0.19    4  .500    2   .500    2    .500  0.0 
Rick Honeycutt*          BAR     mr  44 0.05 0.00    1  .000    1   .500    1    .500  0.0 
Tyler Houston*           BMB     c   25 2.29 2.14  111  .297   73   .462   73    .462  3.7 
David Howard#            RMO     ss  29 1.00 1.00    1 1.000    1  1.000    1   1.000  0.0 
Thomas Howard*           EVN     lf  31 3.19 3.11  102  .324   55   .478   56    .487  9.0 
Jack Howell*             NEP     3b  34 3.47 3.18   81  .247   65   .551   65    .551  2.2 
Trenidad Hubbard         GAR     cf  32 2.61 2.29   62  .194   41   .383   42    .393  2.4 
Rex Hudler               FER     2b  35 2.27 2.13  173  .347  138   .563  141    .576  4.3 
Michael Huff             FDH     3b  32 3.00 3.00    3  .000    0   .000    0    .000  0.0 
Rick Huisman             CTW     mr  27 0.14 0.14    1 1.000    1  1.000    1   1.000  0.0 
Todd Hundley#            CEN     c   27 3.47 3.07  309  .301  352   .676  352    .676  1.9 
Brian Lee Hunter         WIN     cf  25 2.15 1.92   83  .337   55   .491   55    .491  1.5 
Brian R. Hunter          BAR     1b  28 2.44 2.26  102  .382   65   .430   68    .450  4.4 
Butch Huskey             BMB     1b  24 3.59 3.35  269  .286  161   .427  161    .427  3.2 
Mark Hutton              EVN     mr  26 2.50 1.75    6  .167    2   .200    2    .200  3.0 
Raul Ibanez*             BAR     dh  24 2.50 2.00    3  .000    0   .000    1    .200 99.0 
Pete Incaviglia          NEP     lf  32 2.30 1.93   82  .256   77   .558   78    .565  1.2 
Jason Isringhausen       RMO     sp  23 2.10 1.93   40  .325   29   .460   29    .460  6.0 
Damian Jackson           FHK     ss  22 0.75 0.50    0  .000    1   .333    1    .333  2.0 
Danny Jackson            BAR     mr  34 3.00 3.00   12  .167    3   .200    3    .200 99.0 
Mike Jackson             BBG     mr  31 0.08 0.08    2  .000    0   .000    0    .000 99.0 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age PA/G AB/G  BIP IPAVG  TBW TBW/PA TBWH TBWH/PA K/BB 
Jason Jacome*            TAR     mr  25 0.43 0.36    4  .500    4   .667    4    .667  1.0 
John Jaha                FER     1b  30 3.98 3.44  345  .377  318   .571  318    .571  1.6 
Mike James               CTW     mr  28 0.11 0.11    4  .250    1   .200    1    .200 99.0 
Kevin Jarvis*            GAR     sp  26 1.35 0.94   16  .188    3   .130    3    .130 99.0 
Stan Javier#             CTW     cf  32 2.13 1.86  121  .289   77   .464   77    .464  1.5 
Gregg Jefferies#         FDH     1b  28 3.17 2.81  385  .306  215   .468  216    .471  0.4 
Reggie Jefferson*        CEN     dh  27 3.53 3.37  311  .386  208   .475  210    .479  5.3 
Marcus Jensen#           OKO     c   23 1.57 1.29    5  .200    4   .364    4    .364  2.0 
Derek Jeter              TAR     ss  22 4.55 4.19  514  .346  305   .444  313    .456  2.6 
Doug Johns               BBG     sp  28 1.81 1.65   34  .294   17   .362   17    .362  5.0 
Brian Johnson            NEP     c   28 3.00 2.77   29  .414   17   .436   20    .513 99.0 
Brian Johnson            DLM     c   28 2.00 2.00    7  .286    2   .200    2    .200 99.0 
Charles Johnson          CIN     c   24 2.09 1.87   77  .299   48   .417   48    .417  3.0 
Charles Johnson          RMO     c   24 3.24 2.96  165  .248   82   .317   84    .324  4.8 
Lance Johnson*           FHK     cf  32 4.79 4.56  677  .344  375   .495  378    .499  1.3 
Randy Johnson            CTW     sp  32 0.13 0.11    6  .333    4   .571    4    .571  0.0 
John Johnstone           NEP     mr  27 0.38 0.38    3  .333    1   .333    1    .333  0.0 
Andruw Jones             WIN     rf  19 1.96 1.78   53  .302   54   .551   55    .561  3.8 
Bobby Jones              TEW     sp  26 1.82 1.61   40  .150    7   .117    7    .117 19.0 
Chipper Jones#           CTW     3b  24 4.40 3.77  476  .332  365   .531  366    .533  1.0 
Chris Jones              DLM     rf  30 2.24 2.03  102  .284   80   .476   82    .488  4.6 
Doug Jones               TAR     mr  39 0.11 0.09    2  .000    0   .000    0    .000 99.0 
Todd Jones*              RMO     cl  28 0.05 0.03    3  .000    0   .000    0    .000  0.0 
Brian Jordan             EVN     rf  29 4.06 3.69  430  .353  263   .447  273    .464  3.3 
Kevin Jordan             NEP     1b  26 3.44 3.25   46  .304   24   .436   24    .436  3.0 
Ricardo Jordan*          NEP     mr  26 0.17 0.17    4  .250    1   .250    1    .250  0.0 
Dave Justice*            FHK     rf  30 1.65 1.34  119  .420   97   .554  100    .571  0.8 
Scott Kamieniecki        FDH     sp  32 0.75 0.63    2  .500    3   .500    3    .500  3.0 
Ron Karkovice            CIN     c   32 1.44 1.19   18  .444   14   .609   14    .609  1.5 
Scott Karl*              CTW     sp  24 2.09 1.91   49  .102    9   .134    9    .134  8.0 
Eric Karros              RMO     1b  28 3.80 3.34  346  .231  293   .562  294    .564  1.7 
Greg Keagle              BBG     mr  25 0.17 0.17    6  .500    3   .429    3    .429 99.0 
Mike Kelly               TEW     cf  26 1.68 1.54   29  .103   11   .234   12    .255  4.3 
Roberto Kelly            OKO     rf  31 3.18 2.80  212  .373  144   .486  150    .507  1.7 
Jason Kendall            EVN     c   22 3.73 3.20  350  .297  178   .397  201    .449  1.1 
Jeff Kent                BBG     3b  28 3.33 3.05  324  .272  153   .343  157    .352  4.3 
Jimmy Key                NEP     sp  35 1.91 1.81   47  .213   17   .279   17    .279  5.5 
Brooks Kieschnick*       TEW     lf  24 0.97 0.66   17  .529   25   .735   26    .765  0.5 
Darryl Kile              WIN     sp  27 1.79 1.47   42  .286   24   .353   24    .353  7.3 
Jeff King                BMB     1b  31 4.04 3.53  446  .269  336   .537  340    .543  1.1 
Mike Kingery*            FDH     cf  35 3.57 3.19  207  .285  122   .462  124    .470  1.1 
Ryan Klesko*             CEN     lf  25 3.76 3.29  353  .306  340   .591  341    .593  1.7 
